cwns_code,facility,state,city,latitude,longitude,flow_mgd,median_ch4_kgco2e_day,median_n2o_kgco2e_day,median_co2_kgco2e_day,median_electricity_kgco2e_day,median_onsite_gas_kgco2e_day,median_upstream_gas_kgco2e_day,median_landfill_ch4_kgco2e_day,median_landapp_n2o_kgco2e_day,median_total_emission_kgco2e_day,treatment_train,flow_m3_per_day
30000044001.0,"DODSON, TOWN OF - WWTP",MT,Dodson,48.3892,-108.2556,0.033,19.95432265674039,41.44559919914048,4.789181530766993,0.3680222774191326,0.0,0.0,0.5670973223659688,1.542350875679156,68.66657386211213,['L-u'],124.918588872
30000180001.0,BIGFORK COUNTY WATER & SEWER DIS.,MT,Bigfork,48.0638,-114.0831,0.5,639.7087881465751,83.60417006294371,71.87688990123756,5.561313044461202,0.0,0.0,0.3373989823874756,31.27840505162796,832.366965189233,['*C1'],1892.7058920000002
28001370001.0,"UTICA POTW, SOUTH",MS,Utica,32.109092,-90.622721,0.07,42.32735109005539,87.91490739211618,10.15886991374817,31.02299054319176,0.0,0.0,1.202933714109631,3.271653372652754,175.8987060258739,['L-u'],264.97882488000005
41000244001.0,RIDDLE STP,OR,Riddle,42.9519,-123.3566,0.25,37.05428604937664,42.00174285879184,35.93545538575484,159.924824114059,8.787865059612564,1.98534974232108,0.0,16.23601391335345,301.9255371232695,['A3'],946.3529460000001
47000010001.0,Adamsville Lagoon,TN,Adamsville,35.2252,-88.405,0.299,0.0,453.4200252674358,42.45127630327995,157.7792963849797,0.0,0.0,5.099844933828953,13.87019474312195,672.6206376326464,['L-a'],1131.8381234160001
47000325001.0,CROSSVILLE STP,TN,Crossville,35.9616,-85.0494,3.5,548.3946803399288,2091.951279439057,497.0213643081449,2348.56333854983,122.913894845375,27.78155571265943,120.123488880252,326.7033028671732,6083.45290494242,"['*C3', '*E3']",13248.941244000001
47000555001.0,Gatlinburg WWTP,TN,Gatlinburg,35.7355,-83.5227,3.0,3841.681050189562,499.5336874169941,428.4831493450135,1605.747609153058,0.0,0.0,375.490905800508,0.0,6750.936401905135,['*A1'],11356.235352000002
47002034001.0,CLAIBORNE-NEW TAZEWELL STP,TN,New Tazewell,36.4637,-83.5608,0.65,465.9955911943647,108.8841868977647,92.57120367204568,322.3679913684419,11.42033239679525,2.579896235688323,79.71831534780362,0.0,1083.537517112904,"['*C1', '*C3']",2460.5176596
22001230001.0,SCOTT STP,LA,Scott,30.2358,-92.0913,0.75,453.5073331077363,941.9454363441018,108.8450347901589,372.256968816051,0.0,0.0,45.11001427911114,0.0,1921.664787337159,['L-u'],2839.0588380000004
22003072002.0,VIDALIA MAIN POND,LA,Vidalia,31.5649,-91.4614,0.8,483.7411553149187,1004.741798767042,116.1013704428362,397.0741000704544,0.0,0.0,13.74781387553863,37.39032425888862,2052.796562729678,['L-u'],3028.3294272000003
