plant_index,state,flow_m3_per_day,median_bootstrap_all,p2_5_bootstrap_all,p97_5_bootstrap_all,mean_bootstrap_all,elec_mu_usd_per_kwh_bootstrap_all,ng_mu_usd_per_mj_bootstrap_all,median_bootstrap_biogas,p2_5_bootstrap_biogas,p97_5_bootstrap_biogas,mean_bootstrap_biogas,elec_mu_usd_per_kwh_bootstrap_biogas,ng_mu_usd_per_mj_bootstrap_biogas,median_heavy_tail,p2_5_heavy_tail,p97_5_heavy_tail,mean_heavy_tail,elec_mu_usd_per_kwh_heavy_tail,ng_mu_usd_per_mj_heavy_tail
170,MN,67758.8709336,50629.73870982863,1867.882417398461,295672.35701944574,77582.11215165956,0.092,0.00564307224017827,25703.7300690509,7086.781654859282,205388.7901773323,39777.09658830689,0.092,0.00564307224017827,15979.051243468928,3247.7260254551065,82030.2646135658,22422.251070695827,0.092,0.00564307224017827
171,NY,416395.29624,290860.000847081,10459.50866409474,1752519.369970613,452278.1284983594,0.0687,0.009496432248843693,148002.6851402273,40876.88135122946,1179174.2346356886,229631.19857559394,0.0687,0.009496432248843693,91402.22503174032,18356.98524714918,452238.2106782147,128715.8094161798,0.0687,0.009496432248843693
172,NY,10409.882406,7401.651750978315,253.98250069307812,42444.51884081457,11306.543279900632,0.0687,0.009496432248843693,3707.074354090416,1023.6520135445975,29667.586404553313,5765.320780917472,0.0687,0.009496432248843693,2348.4685383480473,463.05963661062253,11192.460400772143,3215.0964645684585,0.0687,0.009496432248843693
173,VA,22712.470704000003,15795.518100282061,529.4710449910243,95685.71558058994,24518.253437300125,0.0892,0.004611248351601985,8141.242884389754,2227.870447323717,64908.18129541515,12567.453717850289,0.0892,0.004611248351601985,5073.642442288666,1001.8779258063505,24693.905333983417,7012.904824080039,0.0892,0.004611248351601985
174,OH,272549.648448,173155.23715987563,6313.444305558214,1014036.7552406765,268661.47224209225,0.0703,0.007067537077504825,90153.92123820516,24257.08013759748,723695.3890116897,139439.34380443188,0.0703,0.007067537077504825,55088.67974969381,11009.11644643384,274699.81599238305,77115.3774069789,0.0703,0.007067537077504825
175,WA,56591.90617079999,39156.90547791477,1381.2320219031278,230484.5344551028,60359.51244281236,0.0635,0.010391288364600118,19746.118534643792,5375.544194606411,155568.37212360988,30134.348571054434,0.0635,0.010391288364600118,12076.386447576391,2391.6833820042452,60331.25427513466,16962.742102149667,0.0635,0.010391288364600118
176,TN,60566.588544000006,32603.415494016343,1073.8462312273532,191334.4144969225,50420.39239145335,0.0623,0.005031282854916225,16546.278029802826,4471.461033977528,131369.8119347298,25485.941065577,0.0623,0.005031282854916225,10066.87944135125,2075.641954687593,51253.39125825301,14116.337280059943,0.0623,0.005031282854916225
177,CO,12416.15065152,9398.074584498176,335.28841076590095,54699.056415209714,14539.983908021393,0.085,0.0077523759416041295,4780.836812606105,1314.3186982485856,37731.71499379712,7280.48913506162,0.085,0.0077523759416041295,2968.3828569537645,577.1522787257016,14754.880045290312,4132.699113264111,0.085,0.0077523759416041295
178,MA,42775.1531592,63103.24597059989,2169.3951020777836,379354.4346167181,98822.52610179153,0.1788,0.012126213486985022,32040.568426027174,8772.09704318326,254878.00279630267,48982.748581388405,0.1788,0.012126213486985022,19748.815011727173,3917.7353330499227,97725.68187938606,27710.860984690225,0.1788,0.012126213486985022
179,NY,227124.70704,156983.24661735588,5348.020598776537,935504.8979563338,247005.80362263948,0.0687,0.009496432248843693,80421.61991734873,22338.112506858983,652518.0369847068,124675.05628738277,0.0687,0.009496432248843693,49701.88399029426,10176.562696834972,245558.58644032152,69473.30131212615,0.0687,0.009496432248843693
180,GA,378541.1784,228199.94496187035,8206.674947319449,1261928.0941091303,342873.92901218287,0.0688,0.004894315082096365,111153.54879029961,30277.86479150204,894808.1984128609,169558.64618212022,0.0688,0.004894315082096365,68402.94044956201,13961.059630635446,345229.9905607672,95362.223360053,0.0688,0.004894315082096365
181,NJ,31040.3766288,29287.906184429794,982.5969736300514,178761.1640339371,46161.89570514006,0.1168,0.008409821251139463,15295.837512183152,4149.581257642603,121423.09084026795,23401.96657593183,0.1168,0.008409821251139463,9316.790902864865,1960.4868391289053,44973.59397143117,12978.436408452448,0.1168,0.008409821251139463
182,MO,946352.946,681802.5446023357,25335.99812699264,4133971.160262712,1076260.0553962921,0.079,0.008756806275616444,363905.9239912805,102492.16205826859,2899459.7062532995,565865.6907066869,0.079,0.008756806275616444,219650.66944776225,45808.34062622752,1089309.922738018,308872.54624291405,0.079,0.008756806275616444
183,FL,317974.58985600004,249585.6012000503,8553.639477141001,1460057.9475202882,385944.07881626347,0.09390000000000001,0.0065470595407893534,125461.56503280973,33825.99292775512,1021028.5845310978,193928.46878994955,0.09390000000000001,0.0065470595407893534,78108.25007341441,15614.77089298007,376775.83193346916,108482.95639035867,0.09390000000000001,0.0065470595407893534
184,OR,75708.23568,53533.20753928309,1824.6368130163196,309130.5288146922,80535.5718185712,0.07519999999999999,0.007286685514016603,26457.696573105157,7281.021006029899,211818.79913080364,40452.81978643915,0.07519999999999999,0.007286685514016603,16202.063315986532,3419.8205574900944,81580.60613356519,22891.149353632354,0.07519999999999999,0.007286685514016603
185,IL,65487.62386320001,46046.84601789153,1787.943856798788,276171.9763635724,72179.02174067506,0.08199999999999999,0.00683925745613839,23735.696748593884,6560.263983760771,186895.74109477192,36783.31467272504,0.08199999999999999,0.00683925745613839,14476.415043114313,2991.876095404315,71571.80622629663,20297.00541267153,0.08199999999999999,0.00683925745613839
186,CA,80629.2709992,126024.57010900673,4710.058382745504,744518.3687693308,193791.29044919074,0.1864,0.012847577090502956,62963.776637312796,17364.298020352504,500237.60481034167,97018.95247828792,0.1864,0.012847577090502956,39135.33004945951,7560.24846554043,189751.72817451638,53907.17337836159,0.1864,0.012847577090502956
187,CA,22712.470704000003,35540.320021964064,1302.991364281958,208439.70224844955,54844.60185643007,0.1864,0.012847577090502956,17969.895505433255,4944.648965218738,141905.6221338861,27648.520113970448,0.1864,0.012847577090502956,11136.960208328841,2175.7257025464028,55410.94112122721,15536.184928738476,0.1864,0.012847577090502956
188,MN,757082.3568000001,555528.0599161407,19441.70307422488,3300104.201385927,860867.3059658228,0.092,0.00564307224017827,288221.7707686708,80183.56423105273,2329498.232260572,450891.66542202834,0.092,0.00564307224017827,179196.93889729417,35023.8829626138,852513.7136213008,248278.82472726627,0.092,0.00564307224017827
189,DC,1453598.1250560002,1183309.6300349496,42475.87834991984,6866679.456147893,1801653.558298663,0.1085,0.003791267951653751,586315.983868502,158680.29773698695,4787212.20696578,917999.1571276154,0.1085,0.003791267951653751,363332.039680385,71946.39306713376,1832028.512052607,507817.93573030224,0.1085,0.003791267951653751
190,NJ,19684.1412768,19127.207636804596,658.6802563161506,113943.55798473883,29848.61108514701,0.1168,0.008409821251139463,9920.087497683344,2641.4854303232687,80034.00319943442,15407.935877403846,0.1168,0.008409821251139463,6025.819467349211,1210.0703182445272,30998.486227915284,8502.791303336608,0.1168,0.008409821251139463
191,CA,11356.235352000002,17604.074193921704,606.5763652159355,103407.50944904279,27151.7299194638,0.1864,0.012847577090502956,8968.809807300066,2420.8572764297414,71133.72639436547,13762.173629842979,0.1864,0.012847577090502956,5467.409174866045,1127.0803457305435,27168.655008318405,7710.848294305456,0.1864,0.012847577090502956
192,UT,177914.353848,126272.28584439459,4301.347297054992,727729.7087393836,192048.1972484889,0.0699,0.009122053669802739,63186.851453968826,17437.41149332285,510032.4786248012,97731.08264828034,0.0699,0.009122053669802739,38739.7890750708,7917.369273871055,187063.47803744493,53792.08842637461,0.0699,0.009122053669802739
193,WI,58673.882652,42775.39697626181,1494.794002892592,258458.94186198825,66534.83467594227,0.0868,0.006263992810294974,21532.82722547454,5937.643231741656,175494.5461541714,33588.617386060985,0.0868,0.006263992810294974,13549.522832080413,2805.171767709756,66751.50237045322,18759.117671126358,0.0868,0.006263992810294974
194,NY,393682.825536,276451.61275387683,9464.50525374988,1581040.8416188976,424151.18988135207,0.0687,0.009496432248843693,143120.77642483916,37181.53634984606,1125926.1724029377,218807.82788495044,0.0687,0.009496432248843693,86411.52923887564,17448.155047312845,436497.73694039823,121162.19245557304,0.0687,0.009496432248843693
195,PA,794936.47464,630670.3896769512,22318.746108021747,3728694.10385633,977334.329824145,0.0775,0.010747404573931755,318529.7160281023,87812.34868605463,2544358.364245498,492619.7139589202,0.0775,0.010747404573931755,195999.2570394756,40387.87074991163,972215.3060004937,272183.0975622039,0.0775,0.010747404573931755
196,UT,181699.765632,121681.30126154405,4408.07240591613,730179.2018481687,189921.88891331473,0.0699,0.009122053669802739,64118.623291229465,17323.265476108332,522269.4148689812,99631.19965310088,0.0699,0.009122053669802739,40365.1917855514,8183.386364151896,208922.87489750687,56630.31509102853,0.0699,0.009122053669802739
197,CA,18927.05892,28816.495137483478,1126.9075050247025,172436.22036270218,45359.17253255996,0.1864,0.012847577090502956,14864.784946485503,3910.343316932476,119767.51700889238,22826.224082079123,0.1864,0.012847577090502956,9141.959002352396,1889.5681343291942,46302.628129689576,12803.929002419154,0.1864,0.012847577090502956
198,WI,7570.823568000001,5357.670957269453,187.48758096749643,32066.659936949527,8346.264474891477,0.0868,0.006263992810294974,2860.0151188727928,781.918289259668,22426.87839237353,4370.999891602439,0.0868,0.006263992810294974,1738.6235493581912,357.00796321582226,8614.891162813978,2430.0502739481276,0.0868,0.006263992810294974
199,AZ,189270.5892,130881.05685519788,4763.326507180363,775269.4995783073,204873.04152580595,0.08109999999999999,0.006337042289132233,66625.75715560967,17856.097677047663,534045.2489339839,102745.7222897629,0.08109999999999999,0.006337042289132233,40897.39508332144,8166.208064457613,213219.93203036784,57882.31636047537,0.08109999999999999,0.006337042289132233
200,NJ,105991.529952,105414.86369078126,3556.138402593016,609095.7775866596,161391.15369946838,0.1168,0.008409821251139463,52926.33683940937,14867.99121272656,412223.6567570184,80136.29309733138,0.1168,0.008409821251139463,32660.170281813167,6560.081279883561,163791.84262522263,46131.70637448228,0.1168,0.008409821251139463
201,MO,143845.647792,107502.48735260588,3799.535628269209,640766.7802117259,164861.87529995054,0.079,0.008756806275616444,53967.56186316367,15137.112813998043,441722.01148444985,82642.29765938496,0.079,0.008756806275616444,32945.90272997968,6735.050830052231,165927.42060045627,46644.7948812471,0.079,0.008756806275616444
202,IA,50989.49673048001,31775.955100859574,1046.4739561635047,185649.24970537995,48934.10123218862,0.0691,0.006446616507388122,16081.146593428428,4346.225519265374,128237.99321804635,24878.935784784975,0.0691,0.006446616507388122,9846.178747049675,2042.690027969277,48702.97074210065,13830.329455734234,0.0691,0.006446616507388122
203,WI,31040.3766288,22697.08790778815,833.4427778131278,132684.57380564758,34729.291703078976,0.0868,0.006263992810294974,11524.68574029188,3128.451425561106,93756.44578850694,17922.674585596385,0.0868,0.006263992810294974,7127.402863026198,1409.5351818774482,35685.44997758869,9944.964345558563,0.0868,0.006263992810294974
204,NY,454249.41408,306978.9733830105,10887.703449812872,1874841.8936448037,485283.04240107705,0.0687,0.009496432248843693,160077.52825571096,43387.824660005135,1308181.6738941066,248534.85873290105,0.0687,0.009496432248843693,98207.70423136858,19472.960881193096,498262.5401332633,137923.891152281,0.0687,0.009496432248843693
205,CA,64352.00032800001,100161.84516859887,3764.0910939479695,583362.3033369203,153762.70575223217,0.1864,0.012847577090502956,50547.323343132724,13906.073318281244,408181.05438644864,78910.52092554841,0.1864,0.012847577090502956,31529.036048656784,6367.640539920369,159389.42086647483,44405.61048267886,0.1864,0.012847577090502956
206,CA,18927.05892,29258.475716339854,1038.8046450542186,171863.10243443656,45141.87067735572,0.1864,0.012847577090502956,15021.377121585254,4134.919028021928,119598.2115045091,22921.54553291468,0.1864,0.012847577090502956,9312.847071047116,1921.8636992935924,46519.6824804922,13133.815697586884,0.1864,0.012847577090502956
207,CA,60945.12972240001,97970.62769696572,3686.4322973001454,561144.8444064078,148535.8343455502,0.1864,0.012847577090502956,47667.714556593884,13369.813676189138,387275.209539521,74147.72710262275,0.1864,0.012847577090502956,29722.01847675169,5903.8814288862095,146301.9551427798,41225.11269188335,0.1864,0.012847577090502956
208,CA,28390.58838,41828.00279646318,1472.9573021369927,260092.80811334698,66363.58692507361,0.1864,0.012847577090502956,22177.452952940683,6082.348666792754,178709.626527129,34482.61637800606,0.1864,0.012847577090502956,13889.900054407226,2726.1342662017555,67563.63096234815,19119.106367937544,0.1864,0.012847577090502956
209,FL,363399.5312640001,278722.14042697987,9097.796560725292,1633360.810890035,428611.9047075276,0.09390000000000001,0.0065470595407893534,144061.63769997458,39222.437455774285,1134241.3647296512,218566.99683946313,0.09390000000000001,0.0065470595407893534,88952.41608001407,18372.01943739222,437596.10456401855,123759.11746567955,0.09390000000000001,0.0065470595407893534
210,MN,69575.86858992,53247.50191847169,1744.9689943500885,297981.0797441894,79490.77124788382,0.092,0.00564307224017827,26294.539218533777,7266.4874753921495,209773.386179958,40962.05370293233,0.092,0.00564307224017827,16219.34270144962,3311.2260671126965,79575.05989836637,22770.718206833742,0.092,0.00564307224017827
211,OR,185485.177416,127487.47661995521,4359.179964992842,735285.8888116207,194197.7921077326,0.07519999999999999,0.007286685514016603,64339.412023626224,17235.49112808304,517656.7632181117,100049.68263867004,0.07519999999999999,0.007286685514016603,39355.46994140629,8184.854079151789,195563.41235851092,55425.55661979959,0.07519999999999999,0.007286685514016603
212,OR,15709.458903600003,10556.79587910556,376.43563467041093,62734.44088003704,16386.890283460772,0.07519999999999999,0.007286685514016603,5424.355925548244,1478.3794047664992,42620.432434169146,8280.856733973542,0.07519999999999999,0.007286685514016603,3381.0582082907476,707.6960705497111,16865.717179880423,4702.610330695969,0.07519999999999999,0.007286685514016603
213,MN,18927.05892,14108.169912346031,503.5631930518969,83449.04106670993,21675.018479513055,0.092,0.00564307224017827,7186.144136896244,1965.4665021497635,58002.40368583319,11068.803811139136,0.092,0.00564307224017827,4375.308061526337,929.4672545241124,22121.65124115333,6207.913933648036,0.092,0.00564307224017827
214,NY,321760.00164000003,220570.0045766681,7599.343918641886,1341710.5383998165,343812.9391998331,0.0687,0.009496432248843693,115145.69124359207,30699.433579635945,937356.7698004313,178023.75134500785,0.0687,0.009496432248843693,71826.80067837422,14236.803952893406,349790.62549361616,98911.16772289635,0.0687,0.009496432248843693
215,WA,193056.000984,130669.25548586738,4591.286759856076,775108.8755627827,202379.63932375095,0.0635,0.010391288364600118,67584.47079118413,18472.347894210026,538502.1131985924,103337.71454516644,0.0635,0.010391288364600118,41927.293639671305,8136.269738238752,203594.37422244388,58113.7043185249,0.0635,0.010391288364600118
216,VA,204412.236336,143812.566871001,4981.772222267986,845934.3873052117,222266.66123813257,0.0892,0.004611248351601985,73436.55119525979,19811.662419097578,588474.4007998969,114075.14490721455,0.0892,0.004611248351601985,45308.59649010522,8807.518546893632,227475.67916516148,63387.88620908125,0.0892,0.004611248351601985
217,WI,17034.353028,12162.425399050539,451.256790902716,71462.16710084272,18864.155793039856,0.0868,0.006263992810294974,6335.907322252887,1785.0168625682966,50564.82783128013,9859.753236158449,0.0868,0.006263992810294974,3865.0072726872995,794.349282529247,19705.040492876953,5465.647485569932,0.0868,0.006263992810294974
218,NJ,105991.529952,101338.16233375596,3701.8513480926863,603978.8993199776,158842.30403436208,0.1168,0.008409821251139463,53735.0642396036,14726.806998439035,427597.0535716292,83885.25527944784,0.1168,0.008409821251139463,32574.105834287686,6733.133005882011,161058.7650641982,45153.67288227851,0.1168,0.008409821251139463
219,CA,257408.00131200004,405838.7387997103,14261.434861581507,2320487.856376098,618995.1970062007,0.1864,0.012847577090502956,204744.11673855406,56544.166804722445,1641160.3516735984,314150.6804799664,0.1864,0.012847577090502956,126551.2525303826,25383.322957151548,633260.5740880797,176398.14448470518,0.1864,0.012847577090502956
220,NJ,37097.0354832,36407.186413626856,1204.1570427164256,210933.29595285485,55905.85546590085,0.1168,0.008409821251139463,18426.09636187808,5010.768091622247,146866.13781338194,28544.394435396804,0.1168,0.008409821251139463,11304.90058692659,2218.3732007090985,55906.14889257228,15660.44498685049,0.1168,0.008409821251139463
221,FL,51103.059084,39996.22943888319,1435.0506911699272,237777.68941895274,61849.38932243492,0.09390000000000001,0.0065470595407893534,20173.631225968573,5450.252771976611,162374.60601371474,31212.31864984367,0.09390000000000001,0.0065470595407893534,12800.114918479909,2476.192009112152,64136.87436816422,17798.507184377657,0.09390000000000001,0.0065470595407893534
222,PA,26497.882488000003,20612.60567286087,690.3366907093356,122082.73228539653,31929.90872675891,0.0775,0.010747404573931755,10581.469140605777,2886.2102711229736,86862.33763648909,16653.529389786254,0.0775,0.010747404573931755,6561.1505575634965,1347.3189624041925,33128.96456585372,9147.698516271428,0.0775,0.010747404573931755
223,MI,37854.11784,27181.798848866565,937.5897250073776,158745.1119775155,42016.77929335801,0.0816,0.007761507126458787,14291.270864713533,3985.044322685448,110507.0295547504,21870.73151178482,0.0816,0.007761507126458787,8630.755488290575,1800.2444419678773,44116.1669289837,12125.99120771816,0.0816,0.007761507126458787
224,OR,9084.9882816,6189.670726309712,231.29114953542586,35874.86285272578,9548.287744725489,0.07519999999999999,0.007286685514016603,3145.1014862734564,862.1233517879588,24905.23905882448,4847.031584810232,0.07519999999999999,0.007286685514016603,1924.077967138166,396.5542074862516,9366.929724013156,2698.0031699919637,0.07519999999999999,0.007286685514016603
225,OR,37854.11784,26403.544525770274,857.3507679931774,151549.01660305256,40292.39518905547,0.07519999999999999,0.007286685514016603,13079.710323490912,3656.228220613455,104683.25818938724,20179.22620476996,0.07519999999999999,0.007286685514016603,8038.930246420201,1609.539463298151,40494.533516437295,11170.15004251202,0.07519999999999999,0.007286685514016603
226,OR,132489.41244,89842.52438239582,3216.274126725647,521376.58603861264,137890.58398883656,0.07519999999999999,0.007286685514016603,46012.53020540082,12728.028967681708,374919.1087835364,71241.94845843581,0.07519999999999999,0.007286685514016603,28241.252505584445,5629.39833340268,137887.51609439077,39232.54488209571,0.07519999999999999,0.007286685514016603
227,CA,44289.3178728,69963.79376473068,2290.776965108984,393690.235402812,105600.81873490817,0.1864,0.012847577090502956,34900.788118466124,9485.316926884658,279091.2338813993,53041.64438780192,0.1864,0.012847577090502956,21390.097914668975,4318.444425762909,107031.18257831801,30287.070832563277,0.1864,0.012847577090502956
228,NJ,18927.05892,18465.934742192905,660.327675447297,108327.10978856597,28735.72549557795,0.1168,0.008409821251139463,9401.906117609886,2627.040708021631,75052.97917240608,14570.712480855864,0.1168,0.008409821251139463,5796.492164465265,1192.9474643273486,29147.80528843055,8128.740559824679,0.1168,0.008409821251139463
229,FL,541313.885112,418414.9339439615,14405.744756135446,2478779.5093712485,645895.8829157156,0.09390000000000001,0.0065470595407893534,219278.27640860996,60550.829921210556,1698584.4614484126,336893.7282744088,0.09390000000000001,0.0065470595407893534,133411.12172235848,25985.2175603713,685469.9136058274,188305.7443058142,0.09390000000000001,0.0065470595407893534
230,WI,69651.5768256,50303.819484676314,1745.0632474114188,301638.95976506517,78592.8548172192,0.0868,0.006263992810294974,25865.173562314696,7026.528529835108,205269.39270835757,40051.08114651476,0.0868,0.006263992810294974,16072.367711560011,3396.356930408465,80716.38862074316,22511.092645144097,0.0868,0.006263992810294974
231,MT,47317.6473,32797.17815527642,1111.3976671360851,195024.12651601658,50870.04185195523,0.078,0.007195373665470028,17013.917309528377,4566.268511804939,134145.43282384824,25915.968198087758,0.078,0.007195373665470028,10292.219634570842,2098.151508444057,51239.102198702996,14357.462422855268,0.078,0.007195373665470028
232,CA,68137.412112,101743.69002793852,3716.928941446801,608937.3026493614,159812.82462287805,0.1864,0.012847577090502956,53605.171327310105,14681.581923394384,415994.7894592633,81398.23174076043,0.1864,0.012847577090502956,33553.454458771,6765.144792960842,161813.48515178647,46330.552629474136,0.1864,0.012847577090502956
233,WI,60945.12972240001,43767.992709099344,1480.6381663160832,260110.42229544983,67485.89694469306,0.0868,0.006263992810294974,22762.06572788022,6084.533331892281,181118.84029365424,34986.62648903819,0.0868,0.006263992810294974,13826.376843195481,2803.723119888866,69353.20230871491,19190.875174840006,0.0868,0.006263992810294974
234,MA,5867.3882652,8353.626876672377,306.19413504420885,50559.560601881065,13041.26388698468,0.1788,0.012126213486985022,4440.101375563001,1202.0369831231249,35204.68144417556,6927.3606157413515,0.1788,0.012126213486985022,2729.251305454668,540.2975119752667,13976.091289954,3882.8683720932545,0.1788,0.012126213486985022
235,CA,19305.6000984,29023.45191367461,1055.4364444913522,174670.0738092319,45305.73209738401,0.1864,0.012847577090502956,15338.567120076666,4230.50513269707,123485.22677887809,23845.988712513266,0.1864,0.012847577090502956,9277.733422281366,1829.1135945840979,45490.22428835361,13012.935701118486,0.1864,0.012847577090502956
236,CA,37097.0354832,56450.347629477896,1933.007438775997,338802.69318566733,87252.5167086763,0.1864,0.012847577090502956,29322.8410761286,8068.813460623648,234159.01316859486,45292.06875839256,0.1864,0.012847577090502956,18035.90334280205,3522.3266406839366,88045.3188325811,25165.938562881514,0.1864,0.012847577090502956
237,MD,499674.355488,470007.9371923153,17546.65416523452,2866797.7208748297,744722.1355036299,0.09939999999999999,0.012162738226403652,243557.75764347444,66908.66951244023,1993282.9924343517,378434.3485731261,0.09939999999999999,0.012162738226403652,150805.09402909648,31029.99003800815,742179.7533752241,211407.52984847492,0.09939999999999999,0.012162738226403652
238,MT,98420.706384,68666.96312230118,2366.356366652986,404617.57525592286,107360.00144845243,0.078,0.007195373665470028,35378.63586090518,9661.981830258337,280188.93331580464,54470.841813388644,0.078,0.007195373665470028,21576.193357530025,4290.000922924243,106939.5376035896,29917.337718473642,0.078,0.007195373665470028
239,SC,28390.58838,15494.222249366594,566.2007715809092,93695.8230395621,24008.56278873994,0.0668,0.004711691385003216,8046.261737553649,2191.2034100396004,65170.37254344572,12475.298623839628,0.0668,0.004711691385003216,5087.2751721529785,978.5929921087001,25330.38367067921,7126.043944686158,0.0668,0.004711691385003216
240,CO,45424.941408000006,33100.58273400928,1180.4241262272637,200497.60804670435,51294.380279594014,0.085,0.0077523759416041295,17486.393044012653,4889.776314673482,137136.85603291183,26768.178879764906,0.085,0.0077523759416041295,10786.095083301225,2139.982496605175,51759.97424880808,14841.249069796591,0.085,0.0077523759416041295
241,UT,128704.00065600002,89319.2683890181,3034.9183563379183,537673.0563866966,139936.5900411256,0.0699,0.009122053669802739,46051.97723830228,12725.182721443573,356864.2715984845,70300.34160639261,0.0699,0.009122053669802739,28391.439128615388,5698.801575226931,141805.15426465805,39936.222655253914,0.0699,0.009122053669802739
242,UT,11734.7765304,8116.687598242937,295.182136337149,48124.49204003862,12494.937056815661,0.0699,0.009122053669802739,4139.799860317456,1152.3632635139818,33372.36027394095,6432.154769235416,0.0699,0.009122053669802739,2574.1586242206804,509.9234654493193,12668.28235159656,3577.6690589426244,0.0699,0.009122053669802739
243,MI,23469.5530608,17334.70199292121,609.0668060319048,100958.44491589314,26450.152361713837,0.0816,0.007761507126458787,8896.502945476548,2437.1317728445824,69192.37807067083,13676.851570495714,0.0816,0.007761507126458787,5432.488651301061,1085.1656285736053,26955.158191288865,7637.0795997474,0.0816,0.007761507126458787
244,CA,454249.41408,689859.2472867526,23417.59780336614,4139115.813377924,1078421.263296025,0.1864,0.012847577090502956,361507.7832343738,97219.48142811697,2883997.136724791,556722.9887736136,0.1864,0.012847577090502956,217598.46019940128,43365.05219048862,1068147.0484202437,304294.56638162775,0.1864,0.012847577090502956
245,WI,423966.1198080001,315937.0718156189,11113.558712853477,1825559.0376315392,479260.7223769098,0.0868,0.006263992810294974,157950.79613475117,43137.21954911063,1251535.102640066,240602.3605215643,0.0868,0.006263992810294974,96707.83477936764,19652.18921043022,468284.30344146356,134252.9442424995,0.0868,0.006263992810294974
246,CA,52995.764976000006,81765.36755137908,3081.261970414504,478985.4237515469,125776.40952135398,0.1864,0.012847577090502956,41951.04188869818,11243.136016075418,329671.0984972613,63641.94456406528,0.1864,0.012847577090502956,25981.003637504757,5198.222839025162,126748.81346505845,35922.27838128037,0.1864,0.012847577090502956
247,MA,208197.64812,313816.3358364274,10764.363568408251,1798343.5096971467,472986.6449509205,0.1788,0.012126213486985022,156038.7192333964,43136.385360005996,1243225.2026621618,239358.43366114973,0.1788,0.012126213486985022,96856.62776147231,19319.718917378665,487087.99638594023,135435.63340404007,0.1788,0.012126213486985022
248,CA,119997.5535528,183459.47523045033,6301.8331976646405,1079567.3495821236,284481.4092232984,0.1864,0.012847577090502956,93649.75063864017,25733.10431490068,732301.8255298927,140297.61301935703,0.1864,0.012847577090502956,58756.56472971373,12082.268307584609,310502.21862835594,83003.84460966357,0.1864,0.012847577090502956
249,MI,15141.647136,11012.33804406352,418.75974825186813,64928.34186440296,17010.207050655343,0.0816,0.007761507126458787,5685.265549287893,1549.4771915143158,45382.19497418623,8750.883192315281,0.0816,0.007761507126458787,3547.977398090854,704.7956153628784,17277.83644143679,4934.171258783417,0.0816,0.007761507126458787
250,GA,158987.29492800002,91406.61646291811,3295.9638862312277,543926.0552749028,141377.0444989097,0.0688,0.004894315082096365,46602.88927118343,12885.738704727897,369962.4804878936,72002.77101725395,0.0688,0.004894315082096365,28485.324380460028,5655.3991962299815,143563.1406850426,40130.37490437458,0.0688,0.004894315082096365
251,VA,18737.7883308,13397.500561031893,472.5549633284351,78595.37808097294,20479.929320745403,0.0892,0.004611248351601985,6711.563773568703,1787.5019861859296,54945.29455544236,10481.879397509987,0.0892,0.004611248351601985,4128.20142326986,845.7705569726226,20551.899096053658,5778.6300176149625,0.0892,0.004611248351601985
252,WA,813863.5335600001,562030.390006009,20216.914962897532,3293860.0903233965,871993.1154175925,0.0635,0.010391288364600118,287424.9417816693,79116.60644318777,2358620.5829531797,447766.9897178078,0.0635,0.010391288364600118,177679.6500543349,35078.11469781202,898342.4373770896,249660.00925610794,0.0635,0.010391288364600118
253,OH,21955.3883472,14148.569344727228,488.00119230267825,83610.57239696833,21969.843990615613,0.0703,0.007067537077504825,7145.229332415996,1995.0040560839661,58021.96092361825,11030.68905927142,0.0703,0.007067537077504825,4438.719069337189,884.1446319514763,22167.772770533495,6163.84741721359,0.0703,0.007067537077504825
254,CA,111669.647628,169730.75501596177,5435.04497069302,1009606.6329787626,265581.6272268355,0.1864,0.012847577090502956,87868.28227656712,24359.575054176606,697911.1172010156,134385.48741275186,0.1864,0.012847577090502956,53752.89652491872,10825.712423573554,256683.0596445084,75273.34739610896,0.1864,0.012847577090502956
255,MI,11356.235352000002,8493.589376148717,299.15359297974396,48905.74068427341,12923.316826326114,0.0816,0.007761507126458787,4176.58955148134,1159.869222704025,33436.87230446872,6513.717189042897,0.0816,0.007761507126458787,2644.060511846312,523.2288362059047,12333.784022888443,3639.3195255649357,0.0816,0.007761507126458787
256,IN,77979.48275040001,54697.388405455065,1930.6553499444165,325443.88221112854,84045.9360895379,0.0824,0.006218336886021686,27634.373427504655,7603.530824951246,218745.07439082235,42696.986138238586,0.0824,0.006218336886021686,17052.055272559126,3464.6293671033804,84271.88040531093,23728.9634091296,0.0824,0.006218336886021686
257,VA,204412.236336,147478.7857797555,5268.033246631505,850068.9356874416,225081.00574649073,0.0892,0.004611248351601985,72347.30189024145,19528.29806355557,583435.1645681789,112647.7965173439,0.0892,0.004611248351601985,44811.66085408314,9352.654093461664,212568.3639679879,61746.95195606903,0.0892,0.004611248351601985
258,FL,51860.1414408,40184.423290870574,1438.6587162372937,233550.53307834157,61685.430987478445,0.09390000000000001,0.0065470595407893534,20561.186775953247,5769.706011963232,167699.30618475552,32152.8068761586,0.09390000000000001,0.0065470595407893534,12666.049924931911,2556.654035879432,63843.113730891186,17698.422013839496,0.09390000000000001,0.0065470595407893534
