plant_index,state,flow_m3_per_day,median_bootstrap_all,p2_5_bootstrap_all,p97_5_bootstrap_all,mean_bootstrap_all,elec_mu_usd_per_kwh_bootstrap_all,ng_mu_usd_per_mj_bootstrap_all,median_bootstrap_biogas,p2_5_bootstrap_biogas,p97_5_bootstrap_biogas,mean_bootstrap_biogas,elec_mu_usd_per_kwh_bootstrap_biogas,ng_mu_usd_per_mj_bootstrap_biogas,median_heavy_tail,p2_5_heavy_tail,p97_5_heavy_tail,mean_heavy_tail,elec_mu_usd_per_kwh_heavy_tail,ng_mu_usd_per_mj_heavy_tail
81,CA,109776.941736,167683.3363136708,6045.761060551115,981206.231117312,259218.3695235356,0.1864,0.012847577090502956,86288.46904524,23862.990285564658,693690.2541400993,134441.78551665516,0.1864,0.012847577090502956,53691.23277611328,10970.529759273093,270608.02810651256,74599.92921085011,0.1864,0.012847577090502956
82,CA,813863.5335600001,1292995.3309636437,43525.51466443254,7574134.62598806,1961247.3645599529,0.1864,0.012847577090502956,647069.144324035,170956.85681827628,5017189.61808961,968402.2851411501,0.1864,0.012847577090502956,401569.48998296435,78185.661117714,2003320.1712722422,560058.3190387917,0.1864,0.012847577090502956
83,OH,17034.353028,11189.686495856919,386.00844829274206,65006.17560524115,17260.383960753756,0.0703,0.007067537077504825,5544.292820106659,1522.163420607681,44769.86369693693,8601.308341839318,0.0703,0.007067537077504825,3429.18568344113,715.7394629708546,17387.947405187246,4848.711116752538,0.0703,0.007067537077504825
84,MI,567.8117676,409.0406223298197,13.878688185550253,2468.328574564095,637.5154332372821,0.0816,0.007761507126458787,213.1889077479546,57.791706215204876,1722.7842099011314,330.7344915639368,0.0816,0.007761507126458787,131.7958301399987,26.465505923768156,680.0257694024416,185.90005032986193,0.0816,0.007761507126458787
85,IL,41639.529624,29353.580991269573,1058.836900068158,172670.93590064696,45417.26186722973,0.08199999999999999,0.00683925745613839,14960.894042904474,4067.5208385777964,120961.60692075196,23183.813465240615,0.08199999999999999,0.00683925745613839,9466.941364508059,1881.995663220853,46519.2078439036,13137.824128196418,0.08199999999999999,0.00683925745613839
86,IN,68137.412112,49119.37177064752,1699.7710718049561,280285.98567102576,74511.93635424283,0.0824,0.006218336886021686,24311.877639342896,6656.505317164547,189687.5748811644,37270.52110218702,0.0824,0.006218336886021686,14797.548515663673,2919.9039674933547,73829.49746185186,20655.183075861783,0.0824,0.006218336886021686
87,CA,41639.529624,66961.93032624564,2453.3361819968186,382830.2989317137,101053.2891712458,0.1864,0.012847577090502956,32923.52411109125,9171.311989104861,260849.05250696468,50703.34431226702,0.1864,0.012847577090502956,20194.38585474494,3995.971984159301,102209.02549241937,28612.45128452956,0.1864,0.012847577090502956
88,IA,45803.482586399994,28781.634866564338,1073.2597519145072,167593.8315331939,44363.56119631055,0.0691,0.006446616507388122,14614.271445045724,3937.6715125498786,115955.86179600829,22655.195580470914,0.0691,0.006446616507388122,8889.925031079223,1797.511903552981,46267.61285551361,12561.677723396942,0.0691,0.006446616507388122
89,RI,89714.2592808,133773.90713500907,5077.381174757353,819791.2429594335,213801.00298930588,0.1898,0.011651391874542838,70058.72692330724,18640.058172696376,564532.9119450568,107763.92161471033,0.1898,0.011651391874542838,42744.42670890191,8528.071054530648,212289.2429915482,60174.891093482234,0.1898,0.011651391874542838
90,PA,151416.47136,117349.48302065968,4234.014926532362,692825.0320555518,182820.27142137763,0.0775,0.010747404573931755,60444.418717353336,16704.734824396226,488016.933378897,93190.25298983147,0.0775,0.010747404573931755,37624.66029570496,7438.563000982584,186328.4364116333,52825.08647230226,0.0775,0.010747404573931755
91,NE,110155.4829144,71148.64624533185,2465.5162944420986,420664.1164983554,109281.10273231726,0.07629999999999999,0.0055791539461956694,36057.009350246444,10045.32560172342,281966.42540372536,55203.61391374754,0.07629999999999999,0.0055791539461956694,22335.045608731765,4347.7239255588875,108675.23520143384,31019.715173279743,0.07629999999999999,0.0055791539461956694
92,CA,141952.9419,216427.09805069293,8453.204422506567,1291295.218980584,338004.5510457718,0.1864,0.012847577090502956,111075.88408913913,30740.05766399296,867638.9120111013,170083.49760683687,0.1864,0.012847577090502956,69318.67549750327,13994.950627332715,344293.33265051414,97249.79311290105,0.1864,0.012847577090502956
93,OH,22712.470704000003,15341.668495480662,538.4661026160404,87122.43387677873,23087.108969136363,0.0703,0.007067537077504825,7393.893267938765,2019.8206415005748,59644.02934033881,11489.014346068794,0.0703,0.007067537077504825,4603.112228554621,946.3092376040338,22405.2018898352,6409.1093843403805,0.0703,0.007067537077504825
94,ID,30283.294272000003,18604.091318190855,742.5412817543148,112599.51892872599,29132.728822286612,0.0717,0.0060722379283471685,9540.506048868458,2640.4607494713364,77037.5791013707,14738.483757381395,0.0717,0.0060722379283471685,5954.266348628962,1167.4571363252962,29048.43862220475,8238.051206222317,0.0717,0.0060722379283471685
95,FL,454249.41408,363872.719988336,12411.65432576263,2082137.2605907794,551935.5201649531,0.09390000000000001,0.0065470595407893534,179612.3776103984,48806.99241414098,1454037.6071477681,276305.2323445117,0.09390000000000001,0.0065470595407893534,111088.66619411233,22454.658482918745,534739.9411215914,153205.44024475673,0.09390000000000001,0.0065470595407893534
96,MA,1192404.71196,1742356.6044849977,64643.52112577358,10340572.162834005,2671922.7121006176,0.1788,0.012126213486985022,888386.4161231399,239814.53286275137,7196938.977586434,1380809.1506137263,0.1788,0.012126213486985022,554435.1589433763,111828.84136656541,2778970.807423405,780437.6474301905,0.1788,0.012126213486985022
97,WA,64352.00032800001,45933.04402875556,1638.7519473419381,263713.250214925,68984.45840052469,0.0635,0.010391288364600118,22534.03909148716,6246.198052196989,183381.90223840636,35011.297295734854,0.0635,0.010391288364600118,14197.315774351078,2735.0564844282894,68917.84583487808,19680.759091515363,0.0635,0.010391288364600118
98,TX,170343.53028,81212.99028662569,2949.2155800666364,484279.8971616022,127186.08428920526,0.066,0.0022554026591003772,42168.99901669573,11719.515104840613,333083.8656279785,64420.411095760035,0.066,0.0022554026591003772,26074.96432038433,5347.34105244616,127905.25580208958,36730.65810126531,0.066,0.0022554026591003772
99,VT,12491.858887199998,10691.64850809451,378.35000492453565,61961.971294439216,16286.069266856328,0.1127,0.005195644182300059,5521.81885805376,1544.4928581402205,44200.42371114496,8526.590166075859,0.1127,0.005195644182300059,3374.004285230536,704.2734482158705,16484.549223871847,4723.628641991423,0.1127,0.005195644182300059
100,CA,3596.1411948,5661.9382702552675,203.68499822166544,32736.22441513858,8585.69954419668,0.1864,0.012847577090502956,2823.004773203211,769.1217776881099,22802.075742058478,4340.693763799463,0.1864,0.012847577090502956,1719.9606135899985,348.8457791377575,8752.886436358229,2440.628458868765,0.1864,0.012847577090502956
101,NE,191920.3774488,123072.3174985009,4146.276420416843,723084.1641400319,190521.37777930798,0.07629999999999999,0.0055791539461956694,62581.63671305413,16516.741138693116,501737.3008336803,97031.34488832983,0.07629999999999999,0.0055791539461956694,39103.71430737521,7796.139209935526,192080.7686067822,54221.560034504226,0.07629999999999999,0.0055791539461956694
102,MO,397468.23732,292737.6320010694,10843.748780613403,1771897.612555737,457324.75782528217,0.079,0.008756806275616444,151347.5637490534,41549.74330721184,1235049.628821706,234697.80737111153,0.079,0.008756806275616444,93040.59043491539,18408.172368887605,456370.52476182044,130460.92301842911,0.079,0.008756806275616444
103,CA,26497.882488000003,41605.61426376003,1450.755039700928,239472.2083109007,63131.96860320719,0.1864,0.012847577090502956,21102.837383810845,5760.521677777268,169176.0018191055,32921.27905558409,0.1864,0.012847577090502956,12729.976607992274,2475.388937028526,65983.01996787247,18102.08103756146,0.1864,0.012847577090502956
104,CA,45424.941408000006,68410.00966535699,2712.89712050338,410455.72275429213,106996.41265860164,0.1864,0.012847577090502956,35820.766711927616,10000.646513992968,283422.302810762,55352.5473667346,0.1864,0.012847577090502956,21726.276114169785,4295.609536705883,105912.95694493693,30379.907042581035,0.1864,0.012847577090502956
105,CA,208197.64812,319445.15138798184,10721.901826084002,1920351.4908601642,496133.93601803057,0.1864,0.012847577090502956,164875.2825555274,45136.36136601379,1330031.3713436692,256658.54939389872,0.1864,0.012847577090502956,101517.28956182062,20379.4651307018,513052.2836622223,142928.2132939114,0.1864,0.012847577090502956
106,WI,37248.451954560005,27399.06765406879,1007.0942816291703,158567.03542367453,42085.345271376274,0.0868,0.006263992810294974,13936.770679106765,3731.1882471402623,110759.3568614421,21489.893631710223,0.0868,0.006263992810294974,8457.396734605887,1678.7081145908269,40772.88749907675,11754.512949152064,0.0868,0.006263992810294974
107,AZ,68137.412112,47424.00721951987,1699.9373130268254,281195.0686574794,72623.1158019432,0.08109999999999999,0.006337042289132233,24015.12706678822,6503.336240128933,193414.68196786803,37239.3277720648,0.08109999999999999,0.006337042289132233,14698.355533613809,2959.3384050734126,71544.97866002687,20716.74953122114,0.08109999999999999,0.006337042289132233
108,OH,42396.6119808,26875.969355565507,930.7097973541105,158782.9367280382,42129.34757146633,0.0703,0.007067537077504825,13996.175294052826,3707.222473157287,111206.04725212569,21566.786481738116,0.0703,0.007067537077504825,8675.428410549182,1832.800046290936,41911.476137776765,11938.63501634225,0.0703,0.007067537077504825
109,MI,18056.41420968,12930.223509677198,464.1626577085503,79261.46741925253,20282.812460498553,0.0816,0.007761507126458787,6712.303779838007,1877.669617887726,54044.46603045855,10302.741624129521,0.0816,0.007761507126458787,4144.87003501006,858.3260385408636,20397.273422374576,5838.7603728628055,0.0816,0.007761507126458787
110,NC,75708.23568,47477.30093757597,1736.4414237451058,281908.63818322023,74544.73244184458,0.07150000000000001,0.006127025037475113,24311.706365776987,6713.1111625846215,184587.81995214405,36722.505246399895,0.07150000000000001,0.006127025037475113,15249.741219257394,3061.2106929253982,73634.8856365661,21085.501975490763,0.07150000000000001,0.006127025037475113
111,MI,5678.117676000001,4259.364185919881,148.3453383362394,24725.902466066258,6489.163286356967,0.0816,0.007761507126458787,2091.944106157081,581.7364260657589,17021.27918891912,3265.4976650528706,0.0816,0.007761507126458787,1296.8588887869664,263.16845352505413,6597.682496249775,1816.138742002082,0.0816,0.007761507126458787
112,CA,15141.647136,23448.110355539244,870.6847133734979,136465.1440485671,35753.64369249386,0.1864,0.012847577090502956,12008.152903264188,3278.7646052352666,95043.12976374303,18582.60363346094,0.1864,0.012847577090502956,7350.326108553206,1469.232402926033,36283.71174990164,10286.197335313105,0.1864,0.012847577090502956
113,CA,41639.529624,63449.08172308441,2264.474504893215,381651.09269155416,98694.2347949526,0.1864,0.012847577090502956,32659.871657640724,8935.47946480262,264717.7806409657,51104.595465889135,0.1864,0.012847577090502956,20071.043360986536,4019.3858148482063,99532.12752276965,28067.607490805804,0.1864,0.012847577090502956
114,CA,85171.76514,129300.50559548728,4735.526136758739,779951.2930389075,201313.69557994942,0.1864,0.012847577090502956,66160.67956323944,18360.582036466818,523635.9503688985,101039.78244391743,0.1864,0.012847577090502956,41448.25142842981,8230.366557203912,203382.1992252328,57537.43708629255,0.1864,0.012847577090502956
115,NE,189270.5892,116673.71366704526,4199.770480319127,711487.2908289628,184377.16169019983,0.07629999999999999,0.0055791539461956694,61610.01138632843,17217.446289216732,497646.04427370266,94411.49247178051,0.07629999999999999,0.0055791539461956694,38408.41005932581,7843.323316533442,195145.28162927597,54175.10562047584,0.07629999999999999,0.0055791539461956694
116,NC,79493.64746400001,49977.51386421053,1904.075751969016,293318.2560038539,76703.06270135948,0.07150000000000001,0.006127025037475113,25417.151899018492,6881.434722109105,198909.84617410172,39089.13022133269,0.07150000000000001,0.006127025037475113,15455.691364047318,3117.6156283844743,77759.5035654948,21608.270595429727,0.07150000000000001,0.006127025037475113
117,CT,113562.35352,138990.6913202004,4789.117480799064,817278.5472026347,213828.07065964147,0.15689999999999998,0.007925868453842619,71215.33075169583,20113.7712035241,566462.6948104507,109852.15438391839,0.15689999999999998,0.007925868453842619,42449.40838570535,8576.429786365059,219744.58569060182,60324.99488162377,0.15689999999999998,0.007925868453842619
118,OH,117347.765304,75894.13311373148,2707.4356162922345,440004.13008721307,115205.30971150675,0.0703,0.007067537077504825,38766.179962878974,10676.97633610499,308983.69641167007,59431.27060640338,0.0703,0.007067537077504825,23418.509377311515,4628.294877956792,115017.82522737404,32860.83576192996,0.0703,0.007067537077504825
119,CO,466741.2729672,361007.87749270484,12935.55994516277,2068360.6949218062,551216.0116177959,0.085,0.0077523759416041295,178870.87070412977,48828.94115126007,1468801.024063933,279484.4589078705,0.085,0.0077523759416041295,111269.26283004285,22273.85411506353,552583.5289782432,154909.77460206958,0.085,0.0077523759416041295
120,CA,11053.40240928,17306.678380329995,646.6526280505583,99452.53082074353,26497.63657170731,0.1864,0.012847577090502956,8765.344384334305,2370.368135854068,70131.58109109213,13438.09063019245,0.1864,0.012847577090502956,5425.354399165431,1100.0725371933318,27040.61404024642,7563.870427847898,0.1864,0.012847577090502956
121,CA,11356.235352000002,17792.547842119176,619.3277214176704,102562.81091055051,26864.727624928106,0.1864,0.012847577090502956,8819.950323280184,2433.37400509913,71323.52664195042,13671.960273597419,0.1864,0.012847577090502956,5639.14922490505,1098.7802952944828,27931.818741357576,7807.054605360656,0.1864,0.012847577090502956
122,CA,56781.17676,88978.88007531263,3166.581768273966,517740.34465174074,135882.4259325453,0.1864,0.012847577090502956,44876.12417649518,12159.651875655138,347914.55580820254,68419.57553776445,0.1864,0.012847577090502956,27761.672183775016,5467.21633670534,135992.22146185968,38550.87987601949,0.1864,0.012847577090502956
123,IL,113562.35352,81478.44434960638,2992.5996850818724,482704.019513352,125607.97677193272,0.08199999999999999,0.00683925745613839,41524.160616204696,11192.821285128279,327915.6330841566,63088.90512624514,0.08199999999999999,0.00683925745613839,25632.64593778519,5245.374019142116,122497.11741588227,35229.153209879754,0.08199999999999999,0.00683925745613839
124,VT,11356.235352000002,9617.019756204725,324.8040756438813,58729.9537245754,15051.945308845061,0.1127,0.005195644182300059,5006.634655514445,1403.2086932684185,39515.03258387641,7693.213523101529,0.1127,0.005195644182300059,3089.854884807059,633.0232176704595,14930.499456515812,4296.077596989901,0.1127,0.005195644182300059
125,MI,9501.38357784,7303.346134505512,249.4226248600939,40550.00365527727,10955.351174076059,0.0816,0.007761507126458787,3602.0284026700297,973.5639411877157,27840.215836506613,5491.660684707089,0.0816,0.007761507126458787,2224.5100751832183,452.532674148053,10923.264077924441,3088.8953044399173,0.0816,0.007761507126458787
126,VA,158987.29492800002,112333.2430254051,4149.95638665596,668159.5316447935,174773.88792417865,0.0892,0.004611248351601985,56367.983590208816,15603.406777175624,449970.9978985637,86737.53082785824,0.0892,0.004611248351601985,35360.788857079795,7292.079117195033,181450.30230116972,49673.121408231265,0.0892,0.004611248351601985
127,SC,15141.647136,8402.960210657353,303.9212902983387,48789.080981443134,12923.191883288326,0.0668,0.004711691385003216,4345.312708618826,1189.257966689771,34073.90185060023,6628.156624396051,0.0668,0.004711691385003216,2657.5807900857835,531.7651047755633,13558.72004343097,3738.581133886209,0.0668,0.004711691385003216
128,IL,30283.294272000003,21487.32639514505,706.3808894232102,124803.95340570253,32905.48602990044,0.08199999999999999,0.00683925745613839,11061.15576974367,2909.4412543395147,90410.43938673678,17122.141081078047,0.08199999999999999,0.00683925745613839,6717.421413101507,1358.226986508565,33144.8922036484,9401.164700374282,0.08199999999999999,0.00683925745613839
129,NJ,75708.23568,75193.62651419017,2640.1757436714256,431094.3043696129,115142.17725773437,0.1168,0.008409821251139463,37945.830659784566,10306.884592166836,299473.12340789736,57685.043916547416,0.1168,0.008409821251139463,23278.25840431432,4717.2989536033765,114623.21122789143,32903.997077648935,0.1168,0.008409821251139463
130,OR,8327.905924800001,5714.292436570653,204.81546038854128,33855.182689459594,8839.720285111924,0.07519999999999999,0.007286685514016603,2883.9863919302998,785.7952365433999,23232.71299939403,4392.7553513102175,0.07519999999999999,0.007286685514016603,1780.8931154914167,351.6899659347026,8845.528163638273,2473.224098607402,0.07519999999999999,0.007286685514016603
131,CA,12113.3177088,18721.214007667502,683.7960129588565,107559.12109971215,28436.079598414017,0.1864,0.012847577090502956,9557.10873196143,2630.812165127383,75155.81182502577,14551.997906031675,0.1864,0.012847577090502956,5821.342546827419,1164.8472115197446,29328.51138809039,8201.952758403046,0.1864,0.012847577090502956
132,OH,85171.76514,54171.02189811481,1918.0463211291328,320298.06074608397,83714.75332976594,0.0703,0.007067537077504825,28205.59727546758,7735.994976895819,223033.90819839446,42970.64414392995,0.0703,0.007067537077504825,17378.389665144136,3671.5773141499126,84773.10423286841,24139.377212446998,0.0703,0.007067537077504825
133,IN,34068.706056,23988.196988040298,847.091477033004,140735.19412104442,36956.05972779724,0.0824,0.006218336886021686,12086.656811922603,3380.2523165244097,96978.83573753486,18632.665450022574,0.0824,0.006218336886021686,7472.125460089839,1470.433891880779,36998.14063016276,10463.872719529947,0.0824,0.006218336886021686
134,CA,75708.23568,113393.7740177601,3728.7219597256176,685991.1826312984,176954.16714878642,0.1864,0.012847577090502956,60097.744575673554,16260.85458670342,475340.5963062152,92463.27186292529,0.1864,0.012847577090502956,37276.1246406478,7288.947136140173,182970.84694929622,51548.0587015547,0.1864,0.012847577090502956
135,CA,45424.941408000006,69502.11574119746,2366.094052608877,409521.7303642664,107025.11831292443,0.1864,0.012847577090502956,35795.03314521685,9695.9718566922,281097.75224689714,54649.52225428866,0.1864,0.012847577090502956,22261.370731681898,4359.198483577612,108750.75474704245,30989.51791550066,0.1864,0.012847577090502956
136,CA,60566.588544000006,94075.5227307893,3297.802304773505,549536.4661784184,145052.70336950978,0.1864,0.012847577090502956,47905.70884922185,12893.066208103923,367800.9798243512,72127.3802566458,0.1864,0.012847577090502956,29631.49377539211,5924.295835949951,146695.42417530605,41650.07219222863,0.1864,0.012847577090502956
137,CA,68137.412112,104129.74531440859,3852.209947026458,610236.6972014938,161384.3763074243,0.1864,0.012847577090502956,54125.51299991371,14774.608538630397,442055.0452746912,84811.40987070877,0.1864,0.012847577090502956,33343.519218522415,6710.610965017452,165157.3163804047,46188.64538743643,0.1864,0.012847577090502956
138,WI,5678.117676000001,4199.426959297867,158.79949611742114,23975.841561518082,6423.646216090888,0.0868,0.006263992810294974,2137.1966967613785,579.9520206664369,16879.98116008825,3289.975565188556,0.0868,0.006263992810294974,1291.6274885099133,258.26116106130024,6577.95122888797,1821.5710919114551,0.0868,0.006263992810294974
139,NJ,20441.2236336,19847.396965730815,751.7958030382,117831.92505535901,30837.052136842805,0.1168,0.008409821251139463,10315.920644944383,2818.1826809005956,81849.49437369556,15703.491371252554,0.1168,0.008409821251139463,6172.471734979497,1224.0374286438168,30105.74812957393,8566.795357573024,0.1168,0.008409821251139463
140,NY,109398.4005576,74186.09220129423,2743.2031705730105,450588.3986556227,117117.5127748626,0.0687,0.009496432248843693,38865.9126254771,10829.89103023488,310504.5034567639,59765.70761842695,0.0687,0.009496432248843693,23693.328802654392,4890.134407724088,117387.74395651495,33159.538496469984,0.0687,0.009496432248843693
141,NY,70030.118004,49684.90951148076,1935.2044384848414,289331.25427431485,76607.4229184726,0.0687,0.009496432248843693,25022.427397627966,6912.163340517159,202743.778433745,39223.93437601383,0.0687,0.009496432248843693,15383.197660023776,3206.351203473752,77385.06493441129,21587.13511172189,0.0687,0.009496432248843693
142,IL,60566.588544000006,42864.22911049917,1574.697509812766,253202.8558339857,66562.97045476524,0.08199999999999999,0.00683925745613839,21938.709629709992,5913.754293345686,173285.3797393549,33536.15066639266,0.08199999999999999,0.00683925745613839,13725.890097068495,2703.9336439889894,66090.77688764178,18917.580906758125,0.08199999999999999,0.00683925745613839
143,OR,147820.3301652,98360.79250966289,3539.9162756720707,587164.6043894187,153718.69125400195,0.07519999999999999,0.007286685514016603,51908.09874426053,14203.657314035476,407098.67783548625,79061.1907985092,0.07519999999999999,0.007286685514016603,31433.052181163162,6432.5163129667635,157433.03837503755,43966.9765806192,0.07519999999999999,0.007286685514016603
144,FL,198734.11866,153836.70507246826,5578.646352551369,917316.3394890203,240277.2292702711,0.09390000000000001,0.0065470595407893534,78426.31828463842,21391.029936476385,627136.9588938091,121411.13321949549,0.09390000000000001,0.0065470595407893534,48714.87172377488,9819.963429458916,239326.46592420337,68903.1277586718,0.09390000000000001,0.0065470595407893534
145,CA,79493.64746400001,122164.05597867549,4329.73595705365,731263.5680393816,191200.84466611568,0.1864,0.012847577090502956,62873.43494843527,17639.78493680891,499899.7924865994,97326.88166082535,0.1864,0.012847577090502956,38347.40153903706,7871.060716832639,188467.57563995547,53282.8006498121,0.1864,0.012847577090502956
146,WI,108262.7770224,77918.35876397848,2726.7220275744085,458039.9249120959,120388.02182412804,0.0868,0.006263992810294974,40258.15237948339,11013.903566029305,324359.4016223289,62048.30781479538,0.0868,0.006263992810294974,24781.05384983268,4982.961177005621,119858.77454976039,34530.87219162476,0.0868,0.006263992810294974
147,MN,183213.9303456,132806.0083515963,4709.179649119308,813779.3425125673,209984.05265817055,0.092,0.00564307224017827,69934.25274822603,18820.461650924117,559268.5139582232,106796.73515131038,0.092,0.00564307224017827,42862.26566630879,8698.866931014043,206726.67047718802,58671.26027942822,0.092,0.00564307224017827
148,CA,174128.942064,268343.2527814909,9620.07246694447,1582093.5377696203,414182.72966446006,0.1864,0.012847577090502956,136383.98520212667,37317.48877298463,1107631.0901064223,209249.65081028105,0.1864,0.012847577090502956,84547.80762662976,16924.398715441333,416293.3007407643,118134.98495387164,0.1864,0.012847577090502956
149,NY,37854.11784,26728.02470846656,937.8799585576252,153466.7678256114,41244.73178968547,0.0687,0.009496432248843693,13545.456182053444,3689.3074290196196,105667.38616650688,20780.03445034671,0.0687,0.009496432248843693,8344.023275787857,1662.8080471067744,41758.053201131486,11534.653045842268,0.0687,0.009496432248843693
150,IL,94635.2946,66698.55273054936,2355.15603908408,380450.2210142886,102062.67671380739,0.08199999999999999,0.00683925745613839,34109.66673342511,9449.772469401538,274279.63903076475,53032.888523907335,0.08199999999999999,0.00683925745613839,21336.838731214797,4239.462012090609,105336.58777220162,29746.80776014499,0.08199999999999999,0.00683925745613839
151,MO,1324894.1244,977699.8940429171,35236.31127781785,5798857.160662238,1512865.7727963715,0.079,0.008756806275616444,502418.15003771835,139255.4895766743,4044374.454009256,779515.8114774547,0.079,0.008756806275616444,310101.10132086754,64770.34626905618,1585122.6722733374,437321.09931356733,0.079,0.008756806275616444
152,OR,378541.1784,252310.1954955421,8871.186723374894,1484258.9379510875,390090.83092971,0.07519999999999999,0.007286685514016603,130217.48978491127,36315.081047301675,1036430.4041583666,203403.79742191898,0.07519999999999999,0.007286685514016603,81297.83650263617,16781.319271918448,400312.41505300056,113435.91012798026,0.07519999999999999,0.007286685514016603
153,WI,75708.23568,55707.95602383735,1815.0417537374408,319944.4777012222,85051.8519462076,0.0868,0.006263992810294974,28221.86981418991,7718.389300884212,219764.05624944463,43246.957790444794,0.0868,0.006263992810294974,16955.34922569,3531.5465945637156,83661.54350975834,23645.409634590607,0.0868,0.006263992810294974
154,NY,643520.0032800001,439950.8696067873,15791.221720406851,2583073.0533080366,678200.8965096709,0.0687,0.009496432248843693,229543.5075749544,63323.20187825396,1881386.699651504,357067.1574688015,0.0687,0.009496432248843693,141552.95352444274,28504.043089442628,690493.8697010153,195921.00534873945,0.0687,0.009496432248843693
155,NY,9463.52946,6688.345978145966,248.812051049058,38798.59055457921,10236.565548819368,0.0687,0.009496432248843693,3365.8393914652843,918.3855814797882,26545.742507350707,5184.452336395453,0.0687,0.009496432248843693,2075.9528108810036,425.24431386356844,10276.035824124137,2903.65260713494,0.0687,0.009496432248843693
156,CA,113562.35352,179257.2390587339,6642.318423665015,1022846.6204165112,273137.16205496236,0.1864,0.012847577090502956,89264.26256535226,24190.112736205065,709931.6686581617,137661.9452956922,0.1864,0.012847577090502956,54833.71372070453,10747.423348508699,280971.47959652776,77801.26302700579,0.1864,0.012847577090502956
157,CA,11356.235352000002,17358.580541906762,611.5370974838852,104185.10231227455,27168.104996030444,0.1864,0.012847577090502956,8950.021378123045,2463.8280580204846,73293.58807163438,13881.213881005871,0.1864,0.012847577090502956,5537.842254954185,1139.192046948761,27807.30843527268,7763.219244947755,0.1864,0.012847577090502956
158,IA,98420.706384,59755.96383123666,2110.01457367022,356765.0808365618,92534.29615603469,0.0691,0.006446616507388122,31160.28146046634,8293.88971654511,252582.02506134563,48620.30231930733,0.0691,0.006446616507388122,19123.527296157987,3753.280333140638,93210.95518091581,26426.944712496297,0.0691,0.006446616507388122
159,NY,15141.647136,10722.69886687325,376.77006529412097,61773.18183541098,16496.516800090812,0.0687,0.009496432248843693,5427.3100811854565,1484.764100453076,43700.13428552632,8410.69433740146,0.0687,0.009496432248843693,3337.357783998773,667.2698355050197,16851.668737420758,4699.607060857232,0.0687,0.009496432248843693
160,NY,45424.941408000006,31855.442240019,1190.8698901572811,189784.6507948381,49515.9793776983,0.0687,0.009496432248843693,16275.29200398994,4440.679184217683,132952.34209925498,25036.4602737445,0.0687,0.009496432248843693,9869.158476489414,1928.146623909589,50161.777458718745,13902.316114097554,0.0687,0.009496432248843693
161,CA,416395.29624,643014.1763294926,22373.585667854048,3653802.742770508,977218.4948219637,0.1864,0.012847577090502956,326464.58882041567,90649.84767703745,2576658.9101718087,497247.17289571173,0.1864,0.012847577090502956,205440.87131984043,40539.6219205902,992427.4936558852,286255.7257197377,0.1864,0.012847577090502956
162,CA,14006.0236008,22360.69937214072,814.2765118344754,128786.8276337852,33795.731665296065,0.1864,0.012847577090502956,11034.337039978243,2978.4881912654273,86937.56299483479,16992.33743993926,0.1864,0.012847577090502956,6780.079771197936,1382.5058081229258,34182.83912905861,9546.555206698571,0.1864,0.012847577090502956
163,MO,242266.354176,178892.69492494845,6684.934302766448,1040954.6832095131,276355.40579004877,0.079,0.008756806275616444,92399.48414408616,24577.694418224568,719201.4435660532,141908.2288727543,0.079,0.008756806275616444,56461.61727122699,11486.8901228238,279743.05609155854,79145.43552034377,0.079,0.008756806275616444
164,IA,16315.12478904,10344.591213735015,373.47751955573676,59818.997256502844,15851.342483279663,0.0691,0.006446616507388122,5150.443417190767,1401.4977754499735,41567.77288099871,7940.84852617962,0.0691,0.006446616507388122,3177.7982032627815,647.424470371543,15659.219415938425,4430.226433914481,0.0691,0.006446616507388122
165,CO,94635.2946,71825.19100465009,2521.481528438242,415762.69261241687,109935.3440440398,0.085,0.0077523759416041295,36569.275086588634,10053.183893802281,295246.75708072557,56870.45145547054,0.085,0.0077523759416041295,22616.566007216545,4494.13456021038,108686.06205268258,31293.376098451274,0.085,0.0077523759416041295
166,NM,30472.564861200004,15503.913328871215,534.6748861056931,90072.90152636645,23811.908560924017,0.0575,0.004611248351601985,7628.340211516752,2137.8330737651404,60715.96702589551,11836.224899764893,0.0575,0.004611248351601985,4594.076173760889,959.8649788433767,23588.859786928057,6546.828446251666,0.0575,0.004611248351601985
167,CA,166558.118496,259060.56116837464,9185.623336489969,1505544.3231200345,397383.2693745712,0.1864,0.012847577090502956,130664.07627432286,35710.90865606068,1059498.4301445049,204377.37476597985,0.1864,0.012847577090502956,81476.18556907625,16384.717163385027,406756.3771893746,113020.25485831733,0.1864,0.012847577090502956
168,CA,20819.764812,31977.146904699715,1192.8795556334967,183690.76097643588,49067.862240104674,0.1864,0.012847577090502956,16376.43406056023,4562.55619480838,126333.48249636884,24789.237200130076,0.1864,0.012847577090502956,10189.137691525142,2087.3481470155166,49938.9778460278,14160.113961529765,0.1864,0.012847577090502956
169,OH,28390.58838,18493.88697237526,625.9717514114673,106142.2390448891,28069.7903404546,0.0703,0.007067537077504825,9329.824904767374,2627.9027746416773,75921.46222324861,14604.292464030463,0.0703,0.007067537077504825,5740.835451003391,1150.840418500764,28655.361059558392,7993.799355584001,0.0703,0.007067537077504825
