cwns_code,facility,state,city,latitude,longitude,flow_mgd,median_ch4_kgco2e_day,median_n2o_kgco2e_day,median_co2_kgco2e_day,median_electricity_kgco2e_day,median_onsite_gas_kgco2e_day,median_upstream_gas_kgco2e_day,median_landfill_ch4_kgco2e_day,median_landapp_n2o_kgco2e_day,median_total_emission_kgco2e_day,treatment_train,flow_m3_per_day
50000070001.0,Airport Parkway WWTF,VT,South Burlington,44.4793,-73.1701,3.3,4255.910550790242,3005.990189016268,477.3294138743498,6.13332875571832,769.7785590856464,173.7387499765934,0.0,234.1847235366723,8923.065515035492,['*G1e-p'],12491.858887199998
53001080001.0,RICHLAND STP,WA,Richland,46.2564,-119.2734,11.4,14710.67007375407,1921.886221062452,1637.409717079252,649.5926657251908,0.0,0.0,0.0,374.3658748099959,19293.92455243096,['*A1e'],43153.694337600005
55001470001.0,EAU CLAIRE WWTP,WI,Eau Claire,44.784516,-91.539803,12.0,15355.75509387081,1963.162076791669,1717.360556337274,1904.01436363,0.0,0.0,0.0,1633.973442032183,22574.26553266194,['*C1e'],45424.941408000006
55005110001.0,WAUSAU WWTP,WI,Wausau,44.9471,-89.62699,8.2,10581.35917585819,1382.409387080009,1177.785936846479,1568.988041486965,0.0,0.0,0.0,1116.548518721992,15827.09105999363,['*A1e'],31040.3766288
33000054001.0,Nashua WWTF,NH,Nashua,42.7483,-71.4473,16.0,20646.55448947939,2697.384169912213,2298.118901163862,123.11907549827,0.0,0.0,0.0,1027.749747467656,26792.92638352139,['*A1e'],60566.588544000006
6002011001.0,Burlingame WWTP,CA,Burlingame,37.588153,-122.360144,5.5,7097.253105758539,927.2258084073233,789.9783722750774,861.9185260626805,0.0,0.0,0.0,258.8745042620435,9935.250316765663,['*A1e'],20819.764812
6003040001.0,SANTA MARIA WWTF,CA,Santa Maria,34.9479158,-120.4944744,13.5,12719.17823827196,9581.78759529223,1945.620626051147,2658.235000745188,0.0,0.0,433.9992105675146,1180.360118207177,28519.18078913521,"['*C1e', 'L-u']",51103.059084
6004007001.0,Hill Canyon WWTP,CA,Camarillo,34.2157,-118.9288,14.0,18065.73517829446,2360.211148673186,2010.854038518379,2905.569757788967,0.0,0.0,262.9339726027397,715.1090772174855,26320.41317309522,['*A1e'],52995.764976000006
55005400001.0,WISCONSIN RAPIDS STP,WI,Wisconsin Rapids,44.37213,-89.83233,3.2,4129.310897895878,539.4768339824426,459.6237802327723,1867.073479453728,0.0,0.0,0.0,435.7262512085823,7431.211242773403,['*A1e'],12113.317708800001
9000930003.0,NEW HAVEN EAST SHORE WPCF,CT,New Haven,41.2826,-72.9025,40.0,28800.90549548981,6678.356072257713,5730.867796912218,13143.75876612776,7570.061098880475,1702.574403138741,0.0,0.0,63626.52363280673,"['*A1e', '*A5']",151416.47136
39004480001.0,Lima WWTP & Sewer System,OH,Lima,40.723,-84.1275,18.5,24039.75277091378,18411.99495865684,2681.467138061656,17106.56465699492,0.0,0.0,0.0,2519.042389799617,64758.82191442682,['*E1e'],70030.118004
25000028001.0,Fairhaven Sewerage Collection System and WPCF,MA,Fairhaven,41.639497,-70.875683,5.0,6452.048277962309,842.9325530975667,718.1621566137068,1160.5723351943,0.0,0.0,69.2445513111546,188.3263950272154,9431.286269206252,['*A1e'],18927.05892
34001005001.0,Bergen County UA-Little Ferry WPCF - CS/CSO/STP,NJ,Little Ferry,40.83266671,-74.03232825,109.04,140706.268845802,18382.67311795173,15661.68031143172,23269.96888644489,0.0,0.0,0.0,0.0,198020.5911616304,['*A1e'],412761.30092736
41000022005.0,DURHAM STP,OR,Portland,45.4028,-122.7646,22.6,29367.48176338656,22492.4911386835,3275.738233523969,3339.872333793121,0.0,0.0,0.0,2005.818232728624,60481.40170211578,['*E1e'],85550.3063184
36001006001.0,North Hempstead (T) Great Neck WPCP,NY,Great Neck,40.7952,-73.7128,5.3,6782.125166459607,867.0632505829872,758.5009123822962,1478.072093792261,0.0,0.0,46.3409594520548,126.0348384162607,10058.13722108547,['*C1e'],20062.6824552
4000501002.0,Flagstaff Wildcat Hill WWTF,AZ,Flagstaff,35.2256,-111.5577,6.0,7677.877546935403,981.5810383958345,858.6802781686372,1027.856104111083,0.0,0.0,214.5662318860045,583.5619435829226,11344.12314307989,['*C1e'],22712.470704000003
34006012001.0,Camden County MUA - CS-CSO/WWTP,NJ,Camden,39.922835,-75.127815,80.0,103991.5123608128,13180.16705664143,11580.31431412141,20118.19496232811,0.0,0.0,255.8499119373777,2155.588240396531,151281.6268462377,['*B1e'],302832.94272
19000537001.0,MARSHALLTOWN WWTP,IA,Marshalltown,42.0651,-92.8978,13.04,16944.7770882549,12977.96833842623,1890.071971909405,7837.21802452916,0.0,0.0,0.0,192.1008805325287,39842.13630365222,['*E1e'],49361.76966336
16000063001.0,SANDPOINT S/T PLANT,ID,Sandpoint,48.2646,-116.5626,5.0,6452.048277962309,842.9325530975667,718.1621566137068,680.6787960081643,0.0,0.0,0.0,680.8222675134099,9374.644051195155,['*A1e'],18927.05892
27000055001.0,WINONA WWTP,MN,Winona,44.0322,-91.6036,9.6,12284.60407509665,1570.529661433335,1373.888445069819,3852.094034663454,0.0,0.0,343.3059710176073,933.6991097326762,20358.12129701353,['*C1e'],36339.9531264
6002081001.0,Union Sanitary District (Alvarado WWTF),CA,Union City,37.591383,-122.088833,33.0,42228.32650814472,5398.69571117709,4722.741529927504,4657.129930137595,0.0,0.0,4130.399963805588,0.0,61137.2936431925,['*C1e'],124918.58887200001
6002125001.0,S BAYSIDE WWTP,CA,Redwood City,37.5446859,-122.2286944,29.0,37421.88001218139,4889.008807965886,4165.3405083595,4544.661319239588,0.0,0.0,21.8558098630137,1155.209785729038,52197.95624333842,['*A1e'],109776.941736
6004010001.0,Hyperion WRP,CA,Playa Del Rey,33.9308,-118.4349,215.0,277438.0759523793,36246.09978319536,30880.97273438939,44621.24985175914,0.0,0.0,2020.4241844227,25610.57237882836,416817.3948849742,['*A1e'],813863.5335600001
